,Status,Close Date,Close Price,Property_ID,New Construction Type,MLS Number,List Agent Full Name,List Agent MLSID,List Office Name,Property Address
1257,Closed,4/29/2019,439900.0,NA,To Be Built,170145972,Lia DiGioia,DIGIOIAL,William Raveis Real Estate,73 Lexington Gardens  North Haven Connecticut 06473
1258,Closed,4/29/2019,485000.0,NA,Completed/Never Occupied,170153503,Lauren Freedman,FREEDMANL,Coldwell Banker Res Brokerage,6 Hidden Brook Road  Wallingford Connecticut 06492
1259,Closed,4/29/2019,1025.0,NA,Completed/Never Occupied,170177757,Janet M. Audet,AUDETJA,Coldwell Banker Residential Brokerage,178A South Main   Brooklyn Connecticut 06234
1260,Closed,4/27/2019,1200.0,NA,Completed/Never Occupied,170151558,Sarah Perrotti,PERROTTIS,"Regency Real Estate, LLC",14 Orchard Street C Plymouth Connecticut 06786
1261,Closed,4/26/2019,361225.0,NA,To Be Built,170030902,Kathy Palagonia,PALAGONK,Thomas Jacovino,271 Sycamore Street 204 Prospect Connecticut 06712
1262,Closed,4/26/2019,779942.0,NA,To Be Built,170043482,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,66 Long Meadow Drive  South Windsor Connecticut 06074
1263,Closed,4/26/2019,444475.0,NA,To Be Built,170062623,Kathy Palagonia,PALAGONK,Thomas Jacovino,274 Sycamore Drive 171 Prospect Connecticut 06712
1264,Closed,4/26/2019,282000.0,NA,Model,170152091,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,46 Chapman Chase Lot #62   Windsor Locks Connecticut 06096
1265,Closed,4/25/2019,337082.0,NA,To Be Built,170062610,Kathy Palagonia,PALAGONK,Thomas Jacovino,272 Sycamore Drive 172 Prospect Connecticut 06712
1266,Closed,4/25/2019,550000.0,NA,Completed/Never Occupied,170142327,Daniel Kolich,18375,Kinard Realty Group,20 Third  10 Stamford Connecticut 06905
1267,Closed,4/25/2019,3900.0,NA,Completed/Never Occupied,170165772,Chris Kerin,KERICH,Kerin and Fazio LLC,23 Sherman Street 302 Fairfield Connecticut 06824
1268,Closed,4/24/2019,674995.0,NA,Model,99172196,Suzanne B DeMarco,21546,Thomas Jacovino,3 Crossing Way 2 Bethel Connecticut 06801
1269,Closed,4/24/2019,550000.0,NA,Under Construction,170150453,Daniel Kolich,18375,Kinard Realty Group,20 Third  14 Stamford Connecticut 06905
1270,Closed,4/23/2019,367000.0,NA,Model,170051866,Kathy Palagonia,PALAGONK,Thomas Jacovino,7 White Oak Drive 3 Prospect Connecticut 06712
1271,Closed,4/23/2019,213000.0,NA,Completed/Never Occupied,170154556,Cheri Trudon,trudonc,ERA Blanchard & Rossetto,123 Ashford Road 1 Eastford Connecticut 06242
1272,Closed,4/23/2019,2100.0,NA,Completed/Never Occupied,170178774,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",54 Tridell Dr  28 Southington Connecticut 06479
1273,Closed,4/22/2019,649492.0,NA,To Be Built,170047305,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,27 Long Meadow Drive  South Windsor Connecticut 06074
1274,Closed,4/19/2019,188000.0,NA,Under Construction,170116264,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,123 Ashford Road 3 Eastford Connecticut 06243
1275,Closed,4/19/2019,553863.0,NA,To Be Built,170134160,Brandon D'Angelo,DANGELB,"Excel Realty, LLC",22 Yorkshire Court  Farmington Connecticut 06032
1276,Closed,4/18/2019,355900.0,NA,Model,170142579,Ryan Peterson,PETERSOR,Century 21 AllPoints Rlty,12 West River Road  East Windsor Connecticut 06088
1277,Closed,4/17/2019,2200.0,NA,Completed/Never Occupied,170170397,Lidia Decarvalho,A1786,Higgins Group Real Estate,0 mile common   Easton Connecticut 06612
1278,Closed,4/16/2019,225000.0,NA,Under Construction,170092082,Lisa Gillette,GILLETTL,Keller Williams Realty,11 Gillette Way   Bristol Connecticut 06010
1279,Closed,4/16/2019,1950.0,NA,Completed/Never Occupied,170145740,Brian L Lyman,LYMANB,Parker Benjamin Real Estate Se,35D Mill Street 35D Farmington Connecticut 06085
1280,Closed,4/15/2019,515735.0,NA,To Be Built,170121124,Kris Barnett,BARNETTK,Berkshire Hathaway NE Prop.,47 Cambridge Court  Simsbury Connecticut 06070
1281,Closed,4/15/2019,120000.0,NA,Completed/Never Occupied,170137504,Kenneth Shove,SHOVEKEN,Coldwell Banker Residential Brokerage,93 Barnfinch Circle  Naugatuck Connecticut 06770
1282,Closed,4/15/2019,1900.0,NA,Under Construction,170158777,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",54 Tridell Dr  32 Southington Connecticut 06479
1283,Closed,4/15/2019,385000.0,NA,Completed/Never Occupied,170159701,Walter Nichols,NICHOLWA,Property World,19 Fern Street  Milford Connecticut 06460
1284,Closed,4/13/2019,2950.0,NA,Torn Down & Rebuilt,170158222,Samuel J Ham,HAMSJ,William Raveis Real Estate,847 State Street 3 New Haven Connecticut 06511
1285,Closed,4/12/2019,419916.0,NA,To Be Built,170031418,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,5 Jessie Lane Lot 4 East Windsor Connecticut 06016
1286,Closed,4/10/2019,259000.0,NA,Completed/Never Occupied,170139962,Teri Lockhart,15856,Century 21 Scala Group,800 Seaview Avenue 1 Bridgeport Connecticut 06607
1287,Closed,4/8/2019,591108.0,NA,To Be Built,170021515,Mary Alice Widness,WIDNESSMA,Berkshire Hathaway NE Prop.,11 Essex Glen Circle  Essex Connecticut 06426
1288,Closed,4/5/2019,215000.0,NA,Completed/Never Occupied,170092080,Lisa Gillette,GILLETTL,Keller Williams Realty,7 Gillette Way   Bristol Connecticut 06010
1289,Closed,4/5/2019,1650.0,NA,Completed/Never Occupied,170131340,Svetlana Mastrogiannis,4598,William Raveis Real Estate,15 Bates Place 11 Danbury Connecticut 06810
1290,Closed,4/5/2019,564900.0,NA,To Be Built,170132137,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Rlty,261 North Ridge Court  Southington Connecticut 06489
1291,Closed,4/5/2019,1450.0,NA,Completed/Never Occupied,170174198,Dave Smith,SMITHDA,"Dependable Realty, LLC",24 West Main St  2 Sprague Connecticut 06330
1292,Closed,4/4/2019,259900.0,NA,To Be Built,G10233663,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,56 Chapman Chase #Lot 65   Windsor Locks Connecticut 06096
1293,Closed,4/4/2019,339333.0,NA,To Be Built,170062619,Kathy Palagonia,PALAGONK,Thomas Jacovino,270 Sycamore Drive 173 Prospect Connecticut 06712
1294,Closed,4/3/2019,5100.0,NA,Completed/Never Occupied,170154755,Matt Murray,4451,Higgins Group Bedford Square,5 Church Lane 401 Westport Connecticut 06880
1295,Closed,4/3/2019,3700.0,NA,Completed/Never Occupied,170163933,Randy Keleher,6607,Halstead Real Estate,7 Hollow Wood Lane A Greenwich Connecticut 06831
1296,Closed,4/2/2019,569914.0,NA,To Be Built,170070105,Lia DiGioia,DIGIOIAL,William Raveis Real Estate,3 windsor Road  North Haven Connecticut 06473
1297,Closed,4/1/2019,300000.0,NA,To Be Built,170073950,Nancy Addessio,ADDESSNA,"Showcase Realty, Inc.",lot 30 Heritage Hill  Wolcott Connecticut 06716
1298,Closed,4/1/2019,2400.0,NA,Completed/Never Occupied,170155271,Tommy Li,LIT,Keller Williams Realty,784 South Quaker Lane A West Hartford Connecticut 06110
1299,Closed,3/30/2019,1800.0,NA,Completed/Never Occupied,170153983,Carol M. Horsford,smithcar,Farnam Realty Group,1435 Chapel Streets 2 New Haven Connecticut 06511
1300,Closed,3/29/2019,441500.0,NA,Completed/Never Occupied,170084185,Nicholle McKiernan,DIPINTON,REMAX Alliance,Lot 14 Cosgrove Court  Branford Connecticut 06405
1301,Closed,3/29/2019,370004.0,NA,Under Construction,170086426,Meredith Colasanto,COLASANM,Thomas Jacovino,91 RIDGEWOOD Drive 98 Middlebury Connecticut 06762
1302,Closed,3/29/2019,315000.0,NA,Under Construction,170118833,Georgia E LaBonne,ELABONNEG,William Pitt Sotheby's Int'l,76 Quinebaug Camp  Griswold Connecticut 06351
1303,Closed,3/29/2019,1395.0,NA,Completed/Never Occupied,170141675,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 204 New Haven Connecticut 06510
1304,Closed,3/28/2019,548444.0,NA,To Be Built,170134053,Danielle M. Hamm,HAMMDA,"Excel Realty, LLC",146 Victoria Drive 55 Cheshire Connecticut 06410
1305,Closed,3/28/2019,1775.0,NA,Under Construction,170140055,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,"10 Edgewater Circle A, East Hampton Connecticut 06424"
1306,Closed,3/27/2019,511578.0,NA,Completed/Never Occupied,170040331,Meredith Colasanto,COLASANM,Thomas Jacovino,34 HIGHRIDGE Road 163 Middlebury Connecticut 06762
1307,Closed,3/27/2019,1850.0,NA,Under Construction,170158761,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",54 Tridell Dr  31 Southington Connecticut 06479
1308,Closed,3/27/2019,1850.0,NA,Completed/Never Occupied,170168292,Melanie Healey,JHEALE1,Newbridge Properties,7 Dover Street 3 Norwalk Connecticut 06850
1309,Closed,3/26/2019,1050.0,NA,Completed/Never Occupied,170146826,Roseann M Iuvone,IUVONERO,Seabury-Hill REALTORS,327 Fountain Street 1D New Haven Connecticut 06515
1310,Closed,3/25/2019,241500.0,NA,Completed/Never Occupied,170131899,Brenda G Gilbert,B6095,Coldwell Banker Residential Brokerage,36 B Benedict Avenue  Danbury Connecticut 06810
1311,Closed,3/23/2019,3400.0,NA,Completed/Never Occupied,170141845,Jason P Kinard,6444,Kinard Realty Group,112 Southfield Avenue 412 Stamford Connecticut 06902
1312,Closed,3/22/2019,343005.0,NA,Under Construction,170087501,Phyllis Bysiewicz,BYSIEWIC,Ameritage Group Inc,8 Webster Lane   Middletown Connecticut 06457
1313,Closed,3/22/2019,529512.0,NA,To Be Built,170112582,Brandon D'Angelo,DANGELB,"Excel Realty, LLC",30 Yorkshire Court  Farmington Connecticut 06032
1314,Closed,3/22/2019,1950.0,NA,Completed/Never Occupied,170144644,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 303 New Haven Connecticut 06510
1315,Closed,3/22/2019,2500.0,NA,Completed/Never Occupied,170146353,Maria Ruales,16574,RMS Real Estate Group,5 6th Street C Stamford Connecticut 06905
1316,Closed,3/22/2019,449900.0,NA,Completed/Never Occupied,170147097,Marilyn Stark,15722,Fieldstone Realty,137 Sunrise Hill Circle T-19 Orange Connecticut 06477
1317,Closed,3/22/2019,975.0,NA,Completed/Never Occupied,170162625,KATHY Dell'Aquila,DELLAQUK,Coldwell Banker Res Brokerage,21 HARTFORD Avenue 24 Newington Connecticut 06111
1318,Closed,3/21/2019,535503.1,NA,To Be Built,170049428,Stephen J Barberino,BARBERIS,Stephen Realty & Development,5 windswept   Farmington Connecticut 06085
1319,Closed,3/21/2019,1275.0,NA,Under Construction,170142554,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle D East Hampton Connecticut 06424
1320,Closed,3/20/2019,406486.0,NA,Under Construction,170125420,Andrea Craig,20635,Thomas Jacovino,24 Putnam Lane 68 Danbury Connecticut 06810
1321,Closed,3/20/2019,1775.0,NA,Under Construction,170142925,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle F East Hampton Connecticut 06424
1322,Closed,3/19/2019,245000.0,NA,Under Construction,170092089,Lisa Gillette,GILLETTL,Keller Williams Realty,19 Gillette Way   Bristol Connecticut 06010
1323,Closed,3/18/2019,625000.0,NA,Model,170079037,Gayle Dennehy,DENNG,"By Carrier Realty, LLC",2 Saw Mill Court  Farmington Connecticut 06032
1324,Closed,3/18/2019,560995.0,NA,Under Construction,170098870,Andrea Craig,20635,Thomas Jacovino,56 Winding Ridge Way 109 Danbury Connecticut 06810
1325,Closed,3/18/2019,490385.0,NA,To Be Built,170127037,Maryam A Taylor,TAYLORMA,Calcagni Real Estate,22 Bridgewater   North Branford Connecticut 06472
1326,Closed,3/15/2019,640000.0,NA,Under Construction,99193595,Andrea Craig,20635,Thomas Jacovino,6 Enclave Drive 19 Danbury Connecticut 06810
1327,Closed,3/14/2019,3900.0,NA,Completed/Never Occupied,170146079,Chris Kerin,KERICH,Kerin and Fazio LLC,23 Sherman Street 301 Fairfield Connecticut 06824
1328,Closed,3/14/2019,1300.0,NA,Completed/Never Occupied,170152390,Roseann M Iuvone,IUVONERO,Seabury-Hill REALTORS,657 Grand Avenue 410 New Haven Connecticut 06511
1329,Closed,3/14/2019,1125.0,NA,Completed/Never Occupied,170152635,Roseann M Iuvone,IUVONERO,Seabury-Hill REALTORS,325 Fountain Street 1A New Haven Connecticut 06515
1330,Closed,3/14/2019,2200.0,NA,Completed/Never Occupied,170160025,Cara L Christofor,7427,Keller Williams Prestige Prop.,11 Chestnut Street 215 Norwalk Connecticut 06854
1331,Closed,3/13/2019,527832.0,NA,To Be Built,170081457,George J Santos,SANTOSG,William Raveis Real Estate,20 Wind Mill Lane  Canton Connecticut 06019
1332,Closed,3/13/2019,386053.0,NA,To Be Built,170094245,Donna DiGioia,DIGIOIAD,William Raveis Real Estate,74 Lexington Gardens  North Haven Connecticut 06473
1333,Closed,3/11/2019,671350.0,NA,To Be Built,99096892,Marilyn Stark,15722,Fieldstone Realty,154 Sunrise Hill Circle Pres2 Orange Connecticut 06477
1334,Closed,3/11/2019,1350.0,NA,Under Construction,170142520,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle B East Hampton Connecticut 06424
1335,Closed,3/11/2019,1950.0,NA,Completed/Never Occupied,170159689,Heike Severine,SEVERINHE,Coldwell Banker Res Brokerage,32.5 Village Road  Milford Connecticut 06460
1336,Closed,3/9/2019,2395.0,NA,Completed/Never Occupied,170168683,Melanie Healey,JHEALE1,Newbridge Properties,96 Merrell Avenue 96 Stamford Connecticut 06902
1337,Closed,3/7/2019,364420.0,NA,To Be Built,170092748,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,7 Jessie Lane Lot 5 East Windsor Connecticut 06016
1338,Closed,3/7/2019,1350.0,NA,Under Construction,170143040,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle G East Hampton Connecticut 06424
1339,Closed,3/6/2019,2495.0,NA,Completed/Never Occupied,170142803,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 301 New Haven Connecticut 06510
1340,Closed,3/1/2019,431051.0,NA,To Be Built,170040475,Meredith Colasanto,COLASANM,Thomas Jacovino,85 RIDGEWOOD Road 95 Middlebury Connecticut 06762
1341,Closed,3/1/2019,439836.0,NA,Under Construction,170103522,Sally Smirnoff,SMIRNOSA,Calcagni Real Estate,"40 Old Oak Court, Lot 48   Southington Connecticut 06489"
1342,Closed,3/1/2019,472995.0,NA,To Be Built,170112579,Brandon D'Angelo,DANGELB,"Excel Realty, LLC",24 Yorkshire Court  Farmington Connecticut 06032
1343,Closed,3/1/2019,209000.0,NA,Completed/Never Occupied,170140249,Teri Lockhart,15856,Century 21 Scala Group,850 Seaview Avenue 4 Bridgeport Connecticut 06607
1344,Closed,3/1/2019,1665.0,NA,Completed/Never Occupied,170159982,Melanie Healey,JHEALE1,Newbridge Properties,66 Stoneridge Circle 66 Stamford Connecticut 06902
1345,Closed,3/1/2019,1850.0,NA,Under Construction,170160057,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",54 Tridell Dr  29 Southington Connecticut 06479
1346,Closed,3/1/2019,1735.0,NA,Completed/Never Occupied,170160774,Melanie Healey,JHEALE1,Newbridge Properties,4 Westwood Drive 4 Stamford Connecticut 06902
1347,Closed,3/1/2019,775.0,NA,Completed/Never Occupied,170161822,Joel Stewart,STEWARTJO1,Integrity Real Estate,62 Grove Street  Winchester Connecticut 06098
1348,Closed,2/28/2019,444725.0,NA,Under Construction,170041691,Gary Emerito,EMERITG,Berkshire Hathaway NE Prop.,6A Mill Lane 6A Simsbury Connecticut 06070
1349,Closed,2/28/2019,300700.0,NA,Under Construction,170099660,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,88 Lexie Lane ( unit#140)   South Windsor Connecticut 06074
1350,Closed,2/28/2019,211000.0,NA,Completed/Never Occupied,170121205,Fern G Nadolny,Nadolnyf,Farmingbury Real Estate Inc,5 Russell street   Wallingford Connecticut 06495
1351,Closed,2/28/2019,379817.0,NA,To Be Built,170163591,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,9 Jessie Lane Lot 6 East Windsor Connecticut 06016
1352,Closed,2/27/2019,1795.0,NA,Completed/Never Occupied,170141505,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 203 New Haven Connecticut 06510
1353,Closed,2/25/2019,544420.0,NA,To Be Built,170115487,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",38 Teakwood Dr   Southington Connecticut 06489
1354,Closed,2/24/2019,3810.0,NA,Completed/Never Occupied,170149951,Jason P Kinard,6444,Kinard Realty Group,112 Southfield Avenue PH16 Stamford Connecticut 06902
1355,Closed,2/22/2019,679786.0,NA,To Be Built,170047039,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,14 Farm Hill Road Drive  South Windsor Connecticut 06074
1356,Closed,2/22/2019,1890.0,NA,Completed/Never Occupied,170111556,Thomas B Foy,FOYTB,Thomas Foy,616 New Park Avenue 418 West Hartford Connecticut 06106
1357,Closed,2/22/2019,1375.0,NA,Completed/Never Occupied,170144643,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 205 New Haven Connecticut 06510
1358,Closed,2/22/2019,475000.0,NA,Completed/Never Occupied,170154515,Eileen M Mannarino,MANNARIE,Berkshire Hathaway NE Prop.,918 Foster Street Extension  South Windsor Connecticut 06074
1359,Closed,2/22/2019,90000.0,NA,Completed/Never Occupied,170155480,Scott Lewis,LEWISS,Lewis Real Estate Services,552 SHENNECOSSETT   Groton Connecticut 06340
1360,Closed,2/19/2019,368784.0,NA,To Be Built,170078048,Deborah L Baker,BAKERDEB,Calcagni Real Estate,143 Mulholland Way 85 North Haven Connecticut 06473
1361,Closed,2/17/2019,1375.0,NA,Under Construction,170142541,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle C East Hampton Connecticut 06424
1362,Closed,2/17/2019,1275.0,NA,Under Construction,170142900,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle E East Hampton Connecticut 06424
1363,Closed,2/15/2019,353364.0,NA,To Be Built,170037537,Kathy Palagonia,PALAGONK,Thomas Jacovino,69 Cherry Circle 233 Prospect Connecticut 06712
1364,Closed,2/14/2019,1100.0,NA,Completed/Never Occupied,170151014,Janice Madore,MADOREJ,Country Manor Realty,25 Laird Drive  Bristol Connecticut 06010
1365,Closed,2/12/2019,592000.0,NA,To Be Built,170100366,Stephen Guarrera,7830,Carey & Guarrera Real Estate,Lot 52 Wells View Road Drive  Shelton Connecticut 06484
1366,Closed,2/12/2019,3300.0,NA,Completed/Never Occupied,170154750,Matt Murray,4451,Higgins Group Bedford Square,5 Church Lane 305 Westport Connecticut 06880
1367,Closed,2/8/2019,631342.0,NA,To Be Built,170047045,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,78 Long Meadow Drive  South Windsor Connecticut 06074
1368,Closed,2/8/2019,323880.0,NA,Completed/Never Occupied,170064885,Meredith Colasanto,COLASANM,Thomas Jacovino,89 RIDGEWOOD Drive 97 Middlebury Connecticut 06762
1369,Closed,2/8/2019,373873.0,NA,To Be Built,170158447,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,15 Jessie Lane Lot 7 East Windsor Connecticut 06016
1370,Closed,2/7/2019,1300.0,NA,Completed/Never Occupied,170149527,Roseann M Iuvone,IUVONERO,Seabury-Hill REALTORS,657 Grand Avenue 513 New Haven Connecticut 06511
1371,Closed,2/6/2019,350000.0,NA,To Be Built,170158386,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,19 Jessie Lane Lot 9 East Windsor Connecticut 06016
1372,Closed,2/6/2019,2395.0,NA,Completed/Never Occupied,170160005,Melanie Healey,JHEALE1,Newbridge Properties,19 Rockfield Drive 19 Stamford Connecticut 06902
1373,Closed,2/5/2019,310900.0,NA,Under Construction,170120020,Phyllis Bysiewicz,BYSIEWIC,Ameritage Group Inc,Unit 7 Webster   Middletown Connecticut 06457
1374,Closed,2/5/2019,1375.0,NA,Under Construction,170143044,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle H East Hampton Connecticut 06424
1375,Closed,2/5/2019,1275.0,NA,Under Construction,170143050,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle I East Hampton Connecticut 06424
1376,Closed,2/4/2019,370971.0,NA,Completed/Never Occupied,170069851,Meredith Colasanto,COLASANM,Thomas Jacovino,87 RIDGEWOOD Drive 96 Middlebury Connecticut 06762
1377,Closed,2/4/2019,1400.0,NA,Completed/Never Occupied,170157568,Shelly Cumpstone,CUMPSTSH,Coldwell Banker Res Brokerage,255 Route 80  303 Killingworth Connecticut 06419
1378,Closed,2/1/2019,750625.0,NA,Under Construction,99187123,Pam Gleason,pglea01,Gleason Group Real Estate LLC,53 Robin Hill Road 19 Newtown Connecticut 06470
1379,Closed,2/1/2019,512951.0,NA,Under Construction,170069678,Stephen Guarrera,7830,Carey & Guarrera Real Estate,184 Wellsview Road  Shelton Connecticut 06484
1380,Closed,2/1/2019,1735.0,NA,Completed/Never Occupied,170150074,Melanie Healey,JHEALE1,Newbridge Properties,64 Stoneridge Circle 64 Stamford Connecticut 06902
1381,Closed,1/31/2019,630000.0,NA,To Be Built,170044654,William Fairchild,FAIRCHIWI,EG Group Realty,87 Trailside Drive 5 Monroe Connecticut 06468
1382,Closed,1/31/2019,1795.0,NA,Completed/Never Occupied,170142870,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 201 New Haven Connecticut 06510
