Status,Close Date,Close Price,Property_ID,New Construction Type,MLS Number,List Agent Full Name,List Agent MLSID,List Office Name,comp_addr
Closed,4/15/2019,515735,,To Be Built,170121124,Kris Barnett,BARNETTK,Berkshire Hathaway NE Prop.,47 Cambridge Court  Simsbury Connecticut 06070
Closed,4/15/2019,120000,,Completed/Never Occupied,170137504,Kenneth Shove,SHOVEKEN,Coldwell Banker Residential Brokerage,93 Barnfinch Circle  Naugatuck Connecticut 06770
Closed,4/15/2019,1900,,Under Construction,170158777,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",54 Tridell Dr  32 Southington Connecticut 06479
Closed,4/15/2019,385000,,Completed/Never Occupied,170159701,Walter Nichols,NICHOLWA,Property World,19 Fern Street  Milford Connecticut 06460
Closed,4/13/2019,2950,,Torn Down & Rebuilt,170158222,Samuel J Ham,HAMSJ,William Raveis Real Estate,847 State Street 3 New Haven Connecticut 06511
Closed,4/12/2019,419916,,To Be Built,170031418,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,5 Jessie Lane Lot 4 East Windsor Connecticut 06016
Closed,4/10/2019,259000,,Completed/Never Occupied,170139962,Teri Lockhart,15856,Century 21 Scala Group,800 Seaview Avenue 1 Bridgeport Connecticut 06607
Closed,4/8/2019,591108,,To Be Built,170021515,Mary Alice Widness,WIDNESSMA,Berkshire Hathaway NE Prop.,11 Essex Glen Circle  Essex Connecticut 06426
Closed,4/5/2019,215000,,Completed/Never Occupied,170092080,Lisa Gillette,GILLETTL,Keller Williams Realty,7 Gillette Way   Bristol Connecticut 06010
Closed,4/5/2019,1650,,Completed/Never Occupied,170131340,Svetlana Mastrogiannis,4598,William Raveis Real Estate,15 Bates Place 11 Danbury Connecticut 06810
Closed,4/5/2019,564900,,To Be Built,170132137,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Rlty,261 North Ridge Court  Southington Connecticut 06489
Closed,4/5/2019,1450,,Completed/Never Occupied,170174198,Dave Smith,SMITHDA,"Dependable Realty, LLC",24 West Main St  2 Sprague Connecticut 06330
Closed,4/4/2019,259900,,To Be Built,G10233663,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,56 Chapman Chase #Lot 65   Windsor Locks Connecticut 06096
Closed,4/4/2019,339333,,To Be Built,170062619,Kathy Palagonia,PALAGONK,Thomas Jacovino,270 Sycamore Drive 173 Prospect Connecticut 06712
Closed,4/3/2019,5100,,Completed/Never Occupied,170154755,Matt Murray,4451,Higgins Group Bedford Square,5 Church Lane 401 Westport Connecticut 06880
Closed,4/3/2019,3700,,Completed/Never Occupied,170163933,Randy Keleher,6607,Halstead Real Estate,7 Hollow Wood Lane A Greenwich Connecticut 06831
Closed,4/2/2019,569914,,To Be Built,170070105,Lia DiGioia,DIGIOIAL,William Raveis Real Estate,3 windsor Road  North Haven Connecticut 06473
Closed,4/1/2019,300000,,To Be Built,170073950,Nancy Addessio,ADDESSNA,"Showcase Realty, Inc.",lot 30 Heritage Hill  Wolcott Connecticut 06716
Closed,4/1/2019,2400,,Completed/Never Occupied,170155271,Tommy Li,LIT,Keller Williams Realty,784 South Quaker Lane A West Hartford Connecticut 06110
Closed,3/30/2019,1800,,Completed/Never Occupied,170153983,Carol M. Horsford,smithcar,Farnam Realty Group,1435 Chapel Streets 2 New Haven Connecticut 06511
Closed,3/29/2019,441500,,Completed/Never Occupied,170084185,Nicholle McKiernan,DIPINTON,REMAX Alliance,Lot 14 Cosgrove Court  Branford Connecticut 06405
Closed,3/29/2019,370004,,Under Construction,170086426,Meredith Colasanto,COLASANM,Thomas Jacovino,91 RIDGEWOOD Drive 98 Middlebury Connecticut 06762
Closed,3/29/2019,315000,,Under Construction,170118833,Georgia E LaBonne,ELABONNEG,William Pitt Sotheby's Int'l,76 Quinebaug Camp  Griswold Connecticut 06351
Closed,3/29/2019,1395,,Completed/Never Occupied,170141675,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 204 New Haven Connecticut 06510
Closed,3/28/2019,548444,,To Be Built,170134053,Danielle M. Hamm,HAMMDA,"Excel Realty, LLC",146 Victoria Drive 55 Cheshire Connecticut 06410
Closed,3/28/2019,1775,,Under Construction,170140055,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,"10 Edgewater Circle A, East Hampton Connecticut 06424"
Closed,3/27/2019,511578,,Completed/Never Occupied,170040331,Meredith Colasanto,COLASANM,Thomas Jacovino,34 HIGHRIDGE Road 163 Middlebury Connecticut 06762
Closed,3/27/2019,1850,,Under Construction,170158761,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",54 Tridell Dr  31 Southington Connecticut 06479
Closed,3/27/2019,1850,,Completed/Never Occupied,170168292,Melanie Healey,JHEALE1,Newbridge Properties,7 Dover Street 3 Norwalk Connecticut 06850
Closed,3/26/2019,1050,,Completed/Never Occupied,170146826,Roseann M Iuvone,IUVONERO,Seabury-Hill REALTORS,327 Fountain Street 1D New Haven Connecticut 06515
Closed,3/25/2019,241500,,Completed/Never Occupied,170131899,Brenda G Gilbert,B6095,Coldwell Banker Residential Brokerage,36 B Benedict Avenue  Danbury Connecticut 06810
Closed,3/23/2019,3400,,Completed/Never Occupied,170141845,Jason P Kinard,6444,Kinard Realty Group,112 Southfield Avenue 412 Stamford Connecticut 06902
Closed,3/22/2019,343005,,Under Construction,170087501,Phyllis Bysiewicz,BYSIEWIC,Ameritage Group Inc,8 Webster Lane   Middletown Connecticut 06457
Closed,3/22/2019,529512,,To Be Built,170112582,Brandon D'Angelo,DANGELB,"Excel Realty, LLC",30 Yorkshire Court  Farmington Connecticut 06032
Closed,3/22/2019,1950,,Completed/Never Occupied,170144644,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 303 New Haven Connecticut 06510
Closed,3/22/2019,2500,,Completed/Never Occupied,170146353,Maria Ruales,16574,RMS Real Estate Group,5 6th Street C Stamford Connecticut 06905
Closed,3/22/2019,449900,,Completed/Never Occupied,170147097,Marilyn Stark,15722,Fieldstone Realty,137 Sunrise Hill Circle T-19 Orange Connecticut 06477
Closed,3/22/2019,975,,Completed/Never Occupied,170162625,KATHY Dell'Aquila,DELLAQUK,Coldwell Banker Res Brokerage,21 HARTFORD Avenue 24 Newington Connecticut 06111
Closed,3/21/2019,535503.1,,To Be Built,170049428,Stephen J Barberino,BARBERIS,Stephen Realty & Development,5 windswept   Farmington Connecticut 06085
Closed,3/21/2019,1275,,Under Construction,170142554,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle D East Hampton Connecticut 06424
Closed,3/20/2019,406486,,Under Construction,170125420,Andrea Craig,20635,Thomas Jacovino,24 Putnam Lane 68 Danbury Connecticut 06810
Closed,3/20/2019,1775,,Under Construction,170142925,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle F East Hampton Connecticut 06424
Closed,3/19/2019,245000,,Under Construction,170092089,Lisa Gillette,GILLETTL,Keller Williams Realty,19 Gillette Way   Bristol Connecticut 06010
Closed,3/18/2019,625000,,Model,170079037,Gayle Dennehy,DENNG,"By Carrier Realty, LLC",2 Saw Mill Court  Farmington Connecticut 06032
Closed,3/18/2019,560995,,Under Construction,170098870,Andrea Craig,20635,Thomas Jacovino,56 Winding Ridge Way 109 Danbury Connecticut 06810
Closed,3/18/2019,490385,,To Be Built,170127037,Maryam A Taylor,TAYLORMA,Calcagni Real Estate,22 Bridgewater   North Branford Connecticut 06472
Closed,3/15/2019,640000,,Under Construction,99193595,Andrea Craig,20635,Thomas Jacovino,6 Enclave Drive 19 Danbury Connecticut 06810
Closed,3/14/2019,3900,,Completed/Never Occupied,170146079,Chris Kerin,KERICH,Kerin and Fazio LLC,23 Sherman Street 301 Fairfield Connecticut 06824
Closed,3/14/2019,1300,,Completed/Never Occupied,170152390,Roseann M Iuvone,IUVONERO,Seabury-Hill REALTORS,657 Grand Avenue 410 New Haven Connecticut 06511
Closed,3/14/2019,1125,,Completed/Never Occupied,170152635,Roseann M Iuvone,IUVONERO,Seabury-Hill REALTORS,325 Fountain Street 1A New Haven Connecticut 06515
Closed,3/14/2019,2200,,Completed/Never Occupied,170160025,Cara L Christofor,7427,Keller Williams Prestige Prop.,11 Chestnut Street 215 Norwalk Connecticut 06854
Closed,3/13/2019,527832,,To Be Built,170081457,George J Santos,SANTOSG,William Raveis Real Estate,20 Wind Mill Lane  Canton Connecticut 06019
Closed,3/13/2019,386053,,To Be Built,170094245,Donna DiGioia,DIGIOIAD,William Raveis Real Estate,74 Lexington Gardens  North Haven Connecticut 06473
Closed,3/11/2019,671350,,To Be Built,99096892,Marilyn Stark,15722,Fieldstone Realty,154 Sunrise Hill Circle Pres2 Orange Connecticut 06477
Closed,3/11/2019,1350,,Under Construction,170142520,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle B East Hampton Connecticut 06424
Closed,3/11/2019,1950,,Completed/Never Occupied,170159689,Heike Severine,SEVERINHE,Coldwell Banker Res Brokerage,32.5 Village Road  Milford Connecticut 06460
Closed,3/9/2019,2395,,Completed/Never Occupied,170168683,Melanie Healey,JHEALE1,Newbridge Properties,96 Merrell Avenue 96 Stamford Connecticut 06902
Closed,3/7/2019,364420,,To Be Built,170092748,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,7 Jessie Lane Lot 5 East Windsor Connecticut 06016
Closed,3/7/2019,1350,,Under Construction,170143040,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle G East Hampton Connecticut 06424
Closed,3/6/2019,2495,,Completed/Never Occupied,170142803,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 301 New Haven Connecticut 06510
Closed,3/1/2019,431051,,To Be Built,170040475,Meredith Colasanto,COLASANM,Thomas Jacovino,85 RIDGEWOOD Road 95 Middlebury Connecticut 06762
Closed,3/1/2019,439836,,Under Construction,170103522,Sally Smirnoff,SMIRNOSA,Calcagni Real Estate,"40 Old Oak Court, Lot 48   Southington Connecticut 06489"
Closed,3/1/2019,472995,,To Be Built,170112579,Brandon D'Angelo,DANGELB,"Excel Realty, LLC",24 Yorkshire Court  Farmington Connecticut 06032
Closed,3/1/2019,209000,,Completed/Never Occupied,170140249,Teri Lockhart,15856,Century 21 Scala Group,850 Seaview Avenue 4 Bridgeport Connecticut 06607
Closed,3/1/2019,1665,,Completed/Never Occupied,170159982,Melanie Healey,JHEALE1,Newbridge Properties,66 Stoneridge Circle 66 Stamford Connecticut 06902
Closed,3/1/2019,1850,,Under Construction,170160057,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",54 Tridell Dr  29 Southington Connecticut 06479
Closed,3/1/2019,1735,,Completed/Never Occupied,170160774,Melanie Healey,JHEALE1,Newbridge Properties,4 Westwood Drive 4 Stamford Connecticut 06902
Closed,3/1/2019,775,,Completed/Never Occupied,170161822,Joel Stewart,STEWARTJO1,Integrity Real Estate,62 Grove Street  Winchester Connecticut 06098
Closed,2/28/2019,444725,,Under Construction,170041691,Gary Emerito,EMERITG,Berkshire Hathaway NE Prop.,6A Mill Lane 6A Simsbury Connecticut 06070
Closed,2/28/2019,300700,,Under Construction,170099660,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,88 Lexie Lane ( unit#140)   South Windsor Connecticut 06074
Closed,2/28/2019,211000,,Completed/Never Occupied,170121205,Fern G Nadolny,Nadolnyf,Farmingbury Real Estate Inc,5 Russell street   Wallingford Connecticut 06495
Closed,2/28/2019,379817,,To Be Built,170163591,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,9 Jessie Lane Lot 6 East Windsor Connecticut 06016
Closed,2/27/2019,1795,,Completed/Never Occupied,170141505,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 203 New Haven Connecticut 06510
Closed,2/25/2019,544420,,To Be Built,170115487,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",38 Teakwood Dr   Southington Connecticut 06489
Closed,2/24/2019,3810,,Completed/Never Occupied,170149951,Jason P Kinard,6444,Kinard Realty Group,112 Southfield Avenue PH16 Stamford Connecticut 06902
Closed,2/22/2019,679786,,To Be Built,170047039,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,14 Farm Hill Road Drive  South Windsor Connecticut 06074
Closed,2/22/2019,1890,,Completed/Never Occupied,170111556,Thomas B Foy,FOYTB,Thomas Foy,616 New Park Avenue 418 West Hartford Connecticut 06106
Closed,2/22/2019,1375,,Completed/Never Occupied,170144643,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 205 New Haven Connecticut 06510
Closed,2/22/2019,475000,,Completed/Never Occupied,170154515,Eileen M Mannarino,MANNARIE,Berkshire Hathaway NE Prop.,918 Foster Street Extension  South Windsor Connecticut 06074
Closed,2/22/2019,90000,,Completed/Never Occupied,170155480,Scott Lewis,LEWISS,Lewis Real Estate Services,552 SHENNECOSSETT   Groton Connecticut 06340
Closed,2/19/2019,368784,,To Be Built,170078048,Deborah L Baker,BAKERDEB,Calcagni Real Estate,143 Mulholland Way 85 North Haven Connecticut 06473
Closed,2/17/2019,1375,,Under Construction,170142541,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle C East Hampton Connecticut 06424
Closed,2/17/2019,1275,,Under Construction,170142900,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle E East Hampton Connecticut 06424
Closed,2/15/2019,353364,,To Be Built,170037537,Kathy Palagonia,PALAGONK,Thomas Jacovino,69 Cherry Circle 233 Prospect Connecticut 06712
Closed,2/14/2019,1100,,Completed/Never Occupied,170151014,Janice Madore,MADOREJ,Country Manor Realty,25 Laird Drive  Bristol Connecticut 06010
Closed,2/12/2019,592000,,To Be Built,170100366,Stephen Guarrera,7830,Carey & Guarrera Real Estate,Lot 52 Wells View Road Drive  Shelton Connecticut 06484
Closed,2/12/2019,3300,,Completed/Never Occupied,170154750,Matt Murray,4451,Higgins Group Bedford Square,5 Church Lane 305 Westport Connecticut 06880
Closed,2/8/2019,631342,,To Be Built,170047045,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,78 Long Meadow Drive  South Windsor Connecticut 06074
Closed,2/8/2019,323880,,Completed/Never Occupied,170064885,Meredith Colasanto,COLASANM,Thomas Jacovino,89 RIDGEWOOD Drive 97 Middlebury Connecticut 06762
Closed,2/8/2019,373873,,To Be Built,170158447,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,15 Jessie Lane Lot 7 East Windsor Connecticut 06016
Closed,2/7/2019,1300,,Completed/Never Occupied,170149527,Roseann M Iuvone,IUVONERO,Seabury-Hill REALTORS,657 Grand Avenue 513 New Haven Connecticut 06511
Closed,2/6/2019,350000,,To Be Built,170158386,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,19 Jessie Lane Lot 9 East Windsor Connecticut 06016
Closed,2/6/2019,2395,,Completed/Never Occupied,170160005,Melanie Healey,JHEALE1,Newbridge Properties,19 Rockfield Drive 19 Stamford Connecticut 06902
Closed,2/5/2019,310900,,Under Construction,170120020,Phyllis Bysiewicz,BYSIEWIC,Ameritage Group Inc,Unit 7 Webster   Middletown Connecticut 06457
Closed,2/5/2019,1375,,Under Construction,170143044,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle H East Hampton Connecticut 06424
Closed,2/5/2019,1275,,Under Construction,170143050,Lisa Motto,MOTTOL,Berkshire Hathaway NE Prop.,10 Edgewater Circle I East Hampton Connecticut 06424
Closed,2/4/2019,370971,,Completed/Never Occupied,170069851,Meredith Colasanto,COLASANM,Thomas Jacovino,87 RIDGEWOOD Drive 96 Middlebury Connecticut 06762
Closed,2/4/2019,1400,,Completed/Never Occupied,170157568,Shelly Cumpstone,CUMPSTSH,Coldwell Banker Res Brokerage,255 Route 80  303 Killingworth Connecticut 06419
Closed,2/1/2019,750625,,Under Construction,99187123,Pam Gleason,pglea01,Gleason Group Real Estate LLC,53 Robin Hill Road 19 Newtown Connecticut 06470
Closed,2/1/2019,512951,,Under Construction,170069678,Stephen Guarrera,7830,Carey & Guarrera Real Estate,184 Wellsview Road  Shelton Connecticut 06484
Closed,2/1/2019,1735,,Completed/Never Occupied,170150074,Melanie Healey,JHEALE1,Newbridge Properties,64 Stoneridge Circle 64 Stamford Connecticut 06902
Closed,1/31/2019,630000,,To Be Built,170044654,William Fairchild,FAIRCHIWI,EG Group Realty,87 Trailside Drive 5 Monroe Connecticut 06468
Closed,1/31/2019,1795,,Completed/Never Occupied,170142870,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 201 New Haven Connecticut 06510
Closed,1/31/2019,1660,,Completed/Never Occupied,170151675,Karen L Segal,segalk,Pledge Property Management,809 River View Lane  Norwich Connecticut 06360
Closed,1/30/2019,736122,,To Be Built,170043493,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,60 Long Meadow Drive  South Windsor Connecticut 06074
Closed,1/30/2019,1350,,Completed/Never Occupied,170140646,Sasan Maramkhah,MARAMKHAHS,Coldwell Banker Residential Brokerage,39 Catherine Street 2 Norwalk Connecticut 06851
Closed,1/30/2019,2500,,Completed/Never Occupied,170141529,Ermelinda Heinig,HEINIGLI,Century 21 AllPoints Realty,129 Harbour Close 129 New Haven Connecticut 06519
Closed,1/30/2019,1695,,Completed/Never Occupied,170144646,Sarah Sirry,SIRRYSA,Hotchkiss Co William M,132 Temple Street 302 New Haven Connecticut 06510
Closed,1/29/2019,439528,,Completed/Never Occupied,G10133239,Meredith Colasanto,COLASANM,Thomas Jacovino,14 HIGHRIDGE Road 173 Middlebury Connecticut 06762
Closed,1/28/2019,375756,,Under Construction,170068300,Deborah L Baker,BAKERDEB,Calcagni Real Estate,127 Daniel Drive 99 North Haven Connecticut 06473
Closed,1/25/2019,543775,,To Be Built,170062953,Jeffrey R Anderson,ANDERSJE,William Raveis Real Estate,Lot 15 Abbey Road  Glastonbury Connecticut 06033
Closed,1/25/2019,501388,,To Be Built,170070972,Mary Alice Widness,WIDNESSMA,Berkshire Hathaway NE Prop.,10 Essex Glen Drive  Essex Connecticut 06426
Closed,1/25/2019,407097,,To Be Built,170104179,Amy Romano,ROMANOA,Real Estate Two,Lot#2 Riverview Avenue  Shelton Connecticut 06484
Closed,1/24/2019,658243.5,,To Be Built,170092820,Danielle M. Hamm,HAMMDA,"Excel Realty, LLC",61 Mackenzie Willow Terrace  65 Cheshire Connecticut 06410
Closed,1/24/2019,4250,,Completed/Never Occupied,170106223,Dana Weinstein,WEINSTEI,Coldwell Banker Res Brokerage,65-B Madison Springs Drive  Madison Connecticut 06443
Closed,1/23/2019,239827,,Under Construction,170091463,Lisa Gillette,GILLETTL,Keller Williams Realty,5 Gillette Way   Bristol Connecticut 06010
Closed,1/23/2019,489995,,Completed/Never Occupied,170117356,Andrea Craig,20635,Thomas Jacovino,91 Winding Ridge Way 62 Danbury Connecticut 06810
Closed,1/23/2019,360000,,Completed/Never Occupied,170126603,Maureen L Morrill,MORRILMA,Diorio Realty,438A Heritage Village  438A Southbury Connecticut 06488
Closed,1/22/2019,379900,,Completed/Never Occupied,170107838,Frances DeMaio,DEMAIOFR,Connecticut Realty Partners LLC,5 Pleasant Dr   Bethany Connecticut 06524
Closed,1/22/2019,1050,,Completed/Never Occupied,170152641,Roseann M Iuvone,IUVONERO,Seabury-Hill REALTORS,325 Fountain Street 1b New Haven Connecticut 06515
Closed,1/22/2019,6500,,Completed/Never Occupied,170154762,Matt Murray,4451,Higgins Group Bedford Square,5 Church Lane The Seabury Westport Connecticut 06880
Closed,1/20/2019,3295,,Completed/Never Occupied,170153117,Jason P Kinard,6444,Kinard Realty Group,112 Southfield Avenue 508 Stamford Connecticut 06902
Closed,1/18/2019,416800,,Under Construction,170068304,Deborah L Baker,BAKERDEB,Calcagni Real Estate,136 Mulholland Drive 63 North Haven Connecticut 06473
Closed,1/18/2019,1500,,Completed/Never Occupied,170123038,Rebecca A Davis,DAVISR,Putnam Agency Real Estate LLC,#106 -291 Burlington Avenue 106 Bristol Connecticut 06010
Closed,1/17/2019,595400,,To Be Built,170122157,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Rlty,208 North Ridge Court  Southington Connecticut 06489
Closed,1/16/2019,525333,,Under Construction,170100318,Chris Carey,CCARE1,Carey & Guarrera Real Estate,120 Wells View Road  Shelton Connecticut 06484
Closed,1/16/2019,362000,,To Be Built,170115004,Alfred D Serrao,SERRAOA,Pulte Realty of Connecticut In,716 Championship Drive 4014 Oxford Connecticut 06824
